uuid,entity_type,entity_text
5f5b2247-ea9c-4bd1-be14-7f3578af603e,5,11/4/10
5f5b2247-ea9c-4bd1-be14-7f3578af603e,6,
5f5b2247-ea9c-4bd1-be14-7f3578af603e,3,North Carolina
5753bc61-9849-4898-85b5-e647af296ee4,1,AGENCY AGREEMENT
5753bc61-9849-4898-85b5-e647af296ee4,2,Kes 7 Capital Inc
5753bc61-9849-4898-85b5-e647af296ee4,2,Dundee Securities Ltd
5753bc61-9849-4898-85b5-e647af296ee4,2,Bloom Burton & Co. Ltd.
5753bc61-9849-4898-85b5-e647af296ee4,2,Tribute Pharmaceuticals Canada Inc
5753bc61-9849-4898-85b5-e647af296ee4,4,5/21/2015
5753bc61-9849-4898-85b5-e647af296ee4,5,
5753bc61-9849-4898-85b5-e647af296ee4,6,
5753bc61-9849-4898-85b5-e647af296ee4,3,Ontario
475f20a8-d843-4420-927e-054d47395591,1,AGENTS' CERTIFICATE
475f20a8-d843-4420-927e-054d47395591,2,Agent
475f20a8-d843-4420-927e-054d47395591,2,Tribute Pharmaceuticals Inc.
475f20a8-d843-4420-927e-054d47395591,4,
475f20a8-d843-4420-927e-054d47395591,5,
475f20a8-d843-4420-927e-054d47395591,6,
475f20a8-d843-4420-927e-054d47395591,3,
51efa6e8-4190-467a-bef2-13966837ffa7,1,SUPPLY AGREEMENT
51efa6e8-4190-467a-bef2-13966837ffa7,2,PcoMed
51efa6e8-4190-467a-bef2-13966837ffa7,2,Integra LifeSciences Corporation
51efa6e8-4190-467a-bef2-13966837ffa7,2,"PcoMed, LLC"
51efa6e8-4190-467a-bef2-13966837ffa7,4,5/15/2013
51efa6e8-4190-467a-bef2-13966837ffa7,5,5/15/2013
51efa6e8-4190-467a-bef2-13966837ffa7,6,
51efa6e8-4190-467a-bef2-13966837ffa7,3,New Jersey
14be2f47-973d-40d3-a07f-83d80c3d9d75,1,SUPPLY AGREEMENT
14be2f47-973d-40d3-a07f-83d80c3d9d75,2,PROFOUND MEDICAL INC.
14be2f47-973d-40d3-a07f-83d80c3d9d75,2,Philips
14be2f47-973d-40d3-a07f-83d80c3d9d75,4,7/31/2017
14be2f47-973d-40d3-a07f-83d80c3d9d75,5,7/31/2017
14be2f47-973d-40d3-a07f-83d80c3d9d75,6,
14be2f47-973d-40d3-a07f-83d80c3d9d75,3,Netherlands
50c79ff3-efa9-4fdc-8acb-3d3e73cf9f53,1,SUPPLY AGREEMENT
50c79ff3-efa9-4fdc-8acb-3d3e73cf9f53,2,"Gridiron BioNutrients, Inc"
50c79ff3-efa9-4fdc-8acb-3d3e73cf9f53,2,"EWSD 1, LLC"
50c79ff3-efa9-4fdc-8acb-3d3e73cf9f53,4,1/27/2020
50c79ff3-efa9-4fdc-8acb-3d3e73cf9f53,5,
50c79ff3-efa9-4fdc-8acb-3d3e73cf9f53,6,
50c79ff3-efa9-4fdc-8acb-3d3e73cf9f53,3,Colorado
21c23f96-9f37-4321-a297-83216c9e04b4,1,Supply Agreement Miltenyi
21c23f96-9f37-4321-a297-83216c9e04b4,2,Miltenyi Biotec GmbH
21c23f96-9f37-4321-a297-83216c9e04b4,2,"Bellicum Pharmaceuticals, Inc."
21c23f96-9f37-4321-a297-83216c9e04b4,4,3/27/2019
21c23f96-9f37-4321-a297-83216c9e04b4,5,3/27/2019
21c23f96-9f37-4321-a297-83216c9e04b4,6,3/27/2029
21c23f96-9f37-4321-a297-83216c9e04b4,3,New York
dbfde31a-15b3-4072-8a1e-ae6770c7eeb6,1,SUPPLY AGREEMENT
dbfde31a-15b3-4072-8a1e-ae6770c7eeb6,2,"Flotek Chemistry, LLC"
dbfde31a-15b3-4072-8a1e-ae6770c7eeb6,2,"Florida Chemical Company, LLC"
dbfde31a-15b3-4072-8a1e-ae6770c7eeb6,4,2/28/2019
dbfde31a-15b3-4072-8a1e-ae6770c7eeb6,5,2/28/2019
dbfde31a-15b3-4072-8a1e-ae6770c7eeb6,6,12/31/2023
dbfde31a-15b3-4072-8a1e-ae6770c7eeb6,3,Delaware
a0eb8fc8-c7ea-4193-8497-53763576822f,1,TRANSPORTATION SERVICE AGREEMENT
a0eb8fc8-c7ea-4193-8497-53763576822f,2,Arkansas Western Pipeline Company
a0eb8fc8-c7ea-4193-8497-53763576822f,2,Associated Natural Gas Company
a0eb8fc8-c7ea-4193-8497-53763576822f,2,Shipper
a0eb8fc8-c7ea-4193-8497-53763576822f,2,Transporter
a0eb8fc8-c7ea-4193-8497-53763576822f,4,5/20/1992
a0eb8fc8-c7ea-4193-8497-53763576822f,5,
a0eb8fc8-c7ea-4193-8497-53763576822f,6,5/20/2002
a0eb8fc8-c7ea-4193-8497-53763576822f,3,Arkansas
18c05b40-081e-4469-8b2a-afac30a9dfc8,1,MARKETING AND TRANSPORTATION SERVICES AGREEMENT
18c05b40-081e-4469-8b2a-afac30a9dfc8,2,Purolator
18c05b40-081e-4469-8b2a-afac30a9dfc8,2,PARCELWAY COURIER SYSTEMS CANADA LTD.
18c05b40-081e-4469-8b2a-afac30a9dfc8,4,11/20/1995
18c05b40-081e-4469-8b2a-afac30a9dfc8,5,11/20/1995
18c05b40-081e-4469-8b2a-afac30a9dfc8,6,
18c05b40-081e-4469-8b2a-afac30a9dfc8,3,Ontario
df497338-4ef9-4803-890c-881535ae0ba8,1,TRANSPORTATION SERVICES AGREEMENT
df497338-4ef9-4803-890c-881535ae0ba8,2,Marathon Pipe Line LLC
df497338-4ef9-4803-890c-881535ae0ba8,2,Marathon Petroleum Company LP
df497338-4ef9-4803-890c-881535ae0ba8,4,6/11/2015
df497338-4ef9-4803-890c-881535ae0ba8,5,
df497338-4ef9-4803-890c-881535ae0ba8,6,15 years after the project's in-service date
df497338-4ef9-4803-890c-881535ae0ba8,3,Ohio
8e23f443-3e74-46f6-abc9-80ed42be9722,1,Collaboration Agreement
8e23f443-3e74-46f6-abc9-80ed42be9722,2,"MacroGenics, Inc."
8e23f443-3e74-46f6-abc9-80ed42be9722,2,Green Cross Corp.
8e23f443-3e74-46f6-abc9-80ed42be9722,4,6/1/2010
8e23f443-3e74-46f6-abc9-80ed42be9722,5,6/1/2010
8e23f443-3e74-46f6-abc9-80ed42be9722,6,
8e23f443-3e74-46f6-abc9-80ed42be9722,3,
0dd58c98-0f19-4591-ac68-72ed471320e6,1,Cooperation Agreement
0dd58c98-0f19-4591-ac68-72ed471320e6,2,"Xi'an Zhonghong New Energy Technology Co., Ltd."
0dd58c98-0f19-4591-ac68-72ed471320e6,2,"Boxing County Chengli Gas Supply Co., Ltd."
0dd58c98-0f19-4591-ac68-72ed471320e6,4,7/1/2013
0dd58c98-0f19-4591-ac68-72ed471320e6,5,
0dd58c98-0f19-4591-ac68-72ed471320e6,6,
0dd58c98-0f19-4591-ac68-72ed471320e6,3,
f4559c4e-998f-462e-98f3-96a3b1ff5108,1,Cooperation Agreement
f4559c4e-998f-462e-98f3-96a3b1ff5108,2,"Shenzhen iDreamSky Technology Co., Ltd."
f4559c4e-998f-462e-98f3-96a3b1ff5108,2,"Dazzle Interactive Network Technologies Co., Ltd"
f4559c4e-998f-462e-98f3-96a3b1ff5108,4,1/1/2013
f4559c4e-998f-462e-98f3-96a3b1ff5108,5,1/1/2013
f4559c4e-998f-462e-98f3-96a3b1ff5108,6,1/1/2014
f4559c4e-998f-462e-98f3-96a3b1ff5108,3,
c49e9b80-3801-4b74-9e08-75b03c7393bc,1,Cooperation Agreement (2014 Amendment)
c49e9b80-3801-4b74-9e08-75b03c7393bc,2,"Beijing Tuniu Technology Co., Ltd."
c49e9b80-3801-4b74-9e08-75b03c7393bc,2,"Nanjing Tuniu Technology Co., Ltd."
c49e9b80-3801-4b74-9e08-75b03c7393bc,4,1/24/2014
c49e9b80-3801-4b74-9e08-75b03c7393bc,5,1/24/2014
c49e9b80-3801-4b74-9e08-75b03c7393bc,6,
c49e9b80-3801-4b74-9e08-75b03c7393bc,3,People's Republic of China
0038884e-bf3b-4500-9924-062e3889347e,1,COLLABORATION AGREEMENT BLI
0038884e-bf3b-4500-9924-062e3889347e,2,"Ginkgo Bioworks, Inc."
0038884e-bf3b-4500-9924-062e3889347e,2,"Berkeley Lights, Inc."
0038884e-bf3b-4500-9924-062e3889347e,4,9/13/2019
0038884e-bf3b-4500-9924-062e3889347e,5,9/13/2019
0038884e-bf3b-4500-9924-062e3889347e,6,9/13/2026
0038884e-bf3b-4500-9924-062e3889347e,3,Delaware
fef5280d-b9f0-44c6-8c76-60dac2e35da8,1,Intellectual Property Agreement Premier
fef5280d-b9f0-44c6-8c76-60dac2e35da8,2,"Premier Biomedical, Inc."
fef5280d-b9f0-44c6-8c76-60dac2e35da8,2,"Marv Enterprises, LLC"
fef5280d-b9f0-44c6-8c76-60dac2e35da8,2,THI
fef5280d-b9f0-44c6-8c76-60dac2e35da8,2,Marv
fef5280d-b9f0-44c6-8c76-60dac2e35da8,4,5/12/2020
fef5280d-b9f0-44c6-8c76-60dac2e35da8,5,5/12/2020
fef5280d-b9f0-44c6-8c76-60dac2e35da8,6,
fef5280d-b9f0-44c6-8c76-60dac2e35da8,3,Pennsylvania
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,1,PROMOTION AGREEMENT
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,2,Sponsor
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,2,Charity Tunes
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,2,ConAgra Foods Canada Inc.
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,2,Charity Tunes Inc.
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,4,6/29/2009
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,5,
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,6,
17a8ec71-c9df-4f9f-9ea7-5c1d3cda9ff1,3,Ontario
6d246a03-f721-4a6d-8cdb-8f92a503802f,1,Promotion and Distribution Agreement Google
6d246a03-f721-4a6d-8cdb-8f92a503802f,2,Google Inc
6d246a03-f721-4a6d-8cdb-8f92a503802f,2,Whitesmoke Inc.
6d246a03-f721-4a6d-8cdb-8f92a503802f,4,8/1/2011
6d246a03-f721-4a6d-8cdb-8f92a503802f,5,8/1/2011
6d246a03-f721-4a6d-8cdb-8f92a503802f,6,7/31/2013
6d246a03-f721-4a6d-8cdb-8f92a503802f,3,English
4a155e9c-3e21-43ac-8dac-870c44b7d826,1,Promotion Agreement
4a155e9c-3e21-43ac-8dac-870c44b7d826,2,PageMaster Corporation
4a155e9c-3e21-43ac-8dac-870c44b7d826,2,"Go Call, Inc."
4a155e9c-3e21-43ac-8dac-870c44b7d826,4,3/12/1999
4a155e9c-3e21-43ac-8dac-870c44b7d826,5,6/1/1999
4a155e9c-3e21-43ac-8dac-870c44b7d826,6,6/1/2000
4a155e9c-3e21-43ac-8dac-870c44b7d826,3,California
da8e7aee-7985-4a9f-a23f-c73557b4170f,1,JOINT FILING AGREEMENT
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"YAII GP, LP"
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"D-Beta One Blocker EQ, Ltd."
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"D-Beta One GP, LLC"
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"YA II PN, Ltd."
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"YA Global Investments II (U.S.), Ltd."
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"Yorkville Advisors GP, LLC"
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"Delta Beta Advisors, LP"
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"Yorkville Advisors Global, LP"
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"D-Beta One Growth and Opportunity Fund Offshore, LP"
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"D-Beta One EQ, Ltd."
da8e7aee-7985-4a9f-a23f-c73557b4170f,2,"Yorkville Advisors Global II, LLC"
da8e7aee-7985-4a9f-a23f-c73557b4170f,4,4/8/2020
da8e7aee-7985-4a9f-a23f-c73557b4170f,5,
da8e7aee-7985-4a9f-a23f-c73557b4170f,6,
da8e7aee-7985-4a9f-a23f-c73557b4170f,3,
3b53bd16-4e68-4693-bc31-95c05b351839,1,JOINT FILING AGREEMENT
3b53bd16-4e68-4693-bc31-95c05b351839,2,PRAIRIE NON-ECI ACQUIROR LP
3b53bd16-4e68-4693-bc31-95c05b351839,2,PRAIRIE VCOC ACQUIROR LP
3b53bd16-4e68-4693-bc31-95c05b351839,2,BIA GP L.L.C.
3b53bd16-4e68-4693-bc31-95c05b351839,2,BLACKSTONE INFRASTRUCTURE ASSOCIATES L.P.
3b53bd16-4e68-4693-bc31-95c05b351839,2,BLACKSTONE HOLDINGS III L.P.
3b53bd16-4e68-4693-bc31-95c05b351839,2,PRAIRIE SECONDARY ACQUIROR LP
3b53bd16-4e68-4693-bc31-95c05b351839,2,PRAIRIE SECONDARY ACQUIROR E LP
3b53bd16-4e68-4693-bc31-95c05b351839,2,BIP HOLDINGS MANAGER L.L.C.
3b53bd16-4e68-4693-bc31-95c05b351839,2,PRAIRIE ECI ACQUIROR LP
3b53bd16-4e68-4693-bc31-95c05b351839,2,BIA GP L.P.
3b53bd16-4e68-4693-bc31-95c05b351839,4,2/19/2020
3b53bd16-4e68-4693-bc31-95c05b351839,5,
3b53bd16-4e68-4693-bc31-95c05b351839,6,
3b53bd16-4e68-4693-bc31-95c05b351839,3,
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,1,JOINT FILING AGREEMENT
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,Blackstone Clarus GP L.P
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,"Clarus IV-A, L.P."
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,"Clarus IV-C, L.P."
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,Blackstone Clarus GP L.L.C
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,Blackstone Holdings I/II GP L.L.C.
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,Blackstone Group Management L.L.C.
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,Stephen A. Schwarzman
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,Blackstone Holdings II L.P.
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,The Blackstone Group Inc.
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,"Clarus IV-D, L.P"
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,"Clarus IV-B, L.P."
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,2,"Clarus IV GP, L.P."
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,4,2/14/2020
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,5,
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,6,
98bf6a3e-525d-4b41-aa06-8b84cdca3c4b,3,
c2f2faf0-23f8-40e4-97ca-0b887b8c6377,1,Strategic Alliance Agreement
c2f2faf0-23f8-40e4-97ca-0b887b8c6377,2,"Bravatek Solutions, Inc."
c2f2faf0-23f8-40e4-97ca-0b887b8c6377,2,"Sibannac, Inc."
c2f2faf0-23f8-40e4-97ca-0b887b8c6377,4,11/30/2017
c2f2faf0-23f8-40e4-97ca-0b887b8c6377,5,11/30/2017
c2f2faf0-23f8-40e4-97ca-0b887b8c6377,6,11/30/2018
c2f2faf0-23f8-40e4-97ca-0b887b8c6377,3,Texas
636b450c-7c44-480b-84f4-3bbade8ef34e,1,STRATEGIC ALLIANCE AGREEMENT
636b450c-7c44-480b-84f4-3bbade8ef34e,2,Hyatt
636b450c-7c44-480b-84f4-3bbade8ef34e,2,"Playa Hotels & Resorts, B.V."
636b450c-7c44-480b-84f4-3bbade8ef34e,2,"Hyatt Franchising Latin America, L.L.C."
636b450c-7c44-480b-84f4-3bbade8ef34e,4,12/14/2016
636b450c-7c44-480b-84f4-3bbade8ef34e,5,12/14/2016
636b450c-7c44-480b-84f4-3bbade8ef34e,6,
636b450c-7c44-480b-84f4-3bbade8ef34e,3,Illinois
26309bea-ca77-4003-9b78-aeea61d9cd38,1,Cooperation Agreement
26309bea-ca77-4003-9b78-aeea61d9cd38,2,Members of ValueAct Group
26309bea-ca77-4003-9b78-aeea61d9cd38,2,"Allison Transmission Holdings, Inc."
26309bea-ca77-4003-9b78-aeea61d9cd38,4,12/12/2014
26309bea-ca77-4003-9b78-aeea61d9cd38,5,12/12/2014
26309bea-ca77-4003-9b78-aeea61d9cd38,6,60 days prior to the Company's 2016 annual meeting of stockholders
26309bea-ca77-4003-9b78-aeea61d9cd38,3,Delaware
3d2ed962-721d-4d16-a775-7c9f0ec51b1c,1,COLLABORATION AGREEMENT XENCOR
3d2ed962-721d-4d16-a775-7c9f0ec51b1c,2,Boehringer Ingelheim International GmbH
3d2ed962-721d-4d16-a775-7c9f0ec51b1c,2,"Xencor, Inc"
3d2ed962-721d-4d16-a775-7c9f0ec51b1c,4,2/10/2012
3d2ed962-721d-4d16-a775-7c9f0ec51b1c,5,2/10/2012
3d2ed962-721d-4d16-a775-7c9f0ec51b1c,6,
3d2ed962-721d-4d16-a775-7c9f0ec51b1c,3,New York
dca99111-9b22-40d3-87fa-78f08b0d2e7d,1,PROMOTION AGREEMENT
dca99111-9b22-40d3-87fa-78f08b0d2e7d,2,"Janssen Biotech, Inc."
dca99111-9b22-40d3-87fa-78f08b0d2e7d,2,"Immunomedics, Inc."
dca99111-9b22-40d3-87fa-78f08b0d2e7d,4,4/5/2019
dca99111-9b22-40d3-87fa-78f08b0d2e7d,5,4/5/2019
dca99111-9b22-40d3-87fa-78f08b0d2e7d,6,3/31/2020
dca99111-9b22-40d3-87fa-78f08b0d2e7d,3,New York
01652141-1aae-4953-8da3-f86436a0519f,1,Joint Venture Agreement Tate & Lyle Fermentation Products Ltd.
01652141-1aae-4953-8da3-f86436a0519f,2,Tate & Lyle Fermentation Products Ltd.
01652141-1aae-4953-8da3-f86436a0519f,2,"Igene Biotechnology, Inc."
01652141-1aae-4953-8da3-f86436a0519f,4,3/18/2003
01652141-1aae-4953-8da3-f86436a0519f,5,3/3/2003
01652141-1aae-4953-8da3-f86436a0519f,6,
01652141-1aae-4953-8da3-f86436a0519f,3,Delaware
017647af-7a90-4cd7-a85a-479919a572e6,1,JOINT FILING AGREEMENT ABP TRUST
017647af-7a90-4cd7-a85a-479919a572e6,2,ADAM D. PORTNOY
017647af-7a90-4cd7-a85a-479919a572e6,4,1/22/2020
017647af-7a90-4cd7-a85a-479919a572e6,5,
017647af-7a90-4cd7-a85a-479919a572e6,6,
017647af-7a90-4cd7-a85a-479919a572e6,3,
5f164494-b20b-4536-bc52-5dbeb6830d08,1,JOINT VENTURE AGREEMENT
5f164494-b20b-4536-bc52-5dbeb6830d08,2,SIMPLY HERBAL
5f164494-b20b-4536-bc52-5dbeb6830d08,2,"MJ Syndicated, Inc."
5f164494-b20b-4536-bc52-5dbeb6830d08,4,11/27/2018
5f164494-b20b-4536-bc52-5dbeb6830d08,5,11/27/2018
5f164494-b20b-4536-bc52-5dbeb6830d08,6,11/30/2019
5f164494-b20b-4536-bc52-5dbeb6830d08,3,Florida
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,1,JOINT FILING AGREEMENT
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"VÄRDE INVESTMENT PARTNERS (OFFSHORE) MASTER, L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"THE VÄRDE FUND XII (MASTER), L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"THE VÄRDE FUND XII UGP, LLC"
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"VÄRDE CREDIT PARTNERS MASTER, L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"VÄRDE INVESTMENT PARTNERS G.P., LLC"
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"THE VÄRDE SKYWAY FUND G.P., L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"THE VÄRDE SKYWAY MASTER FUND, L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,UNIFORM INVESTCO GP LLC
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"VÄRDE INVESTMENT PARTNERS, L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"THE VÄRDE FUND VI-A, L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"THE VÄRDE FUND XII G.P., L.P."
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,UNIFORM INVESTCO LP
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,2,"THE VÄRDE SKYWAY FUND UGP, LLC"
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,4,2/20/2020
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,5,
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,6,
3b3a157a-ee27-412a-8c5b-426b20cdd4a1,3,
c713ff81-f918-4b38-8694-caf1324eedc2,1,JOINT FILING AGREEMENT
c713ff81-f918-4b38-8694-caf1324eedc2,2,EP INVESTMENT S.À R.L.
c713ff81-f918-4b38-8694-caf1324eedc2,2,DANIEL KŘETÍNSKÝ
c713ff81-f918-4b38-8694-caf1324eedc2,2,VESA EQUITY INVESTMENT S.À R.L.
c713ff81-f918-4b38-8694-caf1324eedc2,4,5/11/2020
c713ff81-f918-4b38-8694-caf1324eedc2,5,
c713ff81-f918-4b38-8694-caf1324eedc2,6,
c713ff81-f918-4b38-8694-caf1324eedc2,3,
491c9094-299c-459a-9178-af94eb7bcfd7,1,JOINT FILING AGREEMENT
491c9094-299c-459a-9178-af94eb7bcfd7,2,BANK OF AMERICA CORPORATION
491c9094-299c-459a-9178-af94eb7bcfd7,2,BANC OF AMERICA PREFERRED FUNDING CORPORATION
491c9094-299c-459a-9178-af94eb7bcfd7,4,4/7/2020
491c9094-299c-459a-9178-af94eb7bcfd7,5,4/7/2020
491c9094-299c-459a-9178-af94eb7bcfd7,6,
491c9094-299c-459a-9178-af94eb7bcfd7,3,
171335ca-c037-4ffc-aade-be64cffeded1,1,JOINT FILING AGREEMENT
171335ca-c037-4ffc-aade-be64cffeded1,2,UBS ONCOLOGY IMPACT FUND L.P.
171335ca-c037-4ffc-aade-be64cffeded1,2,MPM ONCOLOGY IMPACT MANAGEMENT LP
171335ca-c037-4ffc-aade-be64cffeded1,2,ONCOLOGY IMPACT FUND (CAYMAN) MANAGEMENT L.P.
171335ca-c037-4ffc-aade-be64cffeded1,2,MPM ONCOLOGY IMPACT MANAGEMENT GP LLC
171335ca-c037-4ffc-aade-be64cffeded1,4,4/7/2020
171335ca-c037-4ffc-aade-be64cffeded1,5,
171335ca-c037-4ffc-aade-be64cffeded1,6,
171335ca-c037-4ffc-aade-be64cffeded1,3,
72b6675a-002c-4ccc-8481-c56337853546,1,JOINT FILING AGREEMENT
72b6675a-002c-4ccc-8481-c56337853546,2,"HPS MEZZANINE PARTNERS II GP, L.P."
72b6675a-002c-4ccc-8481-c56337853546,2,MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L II
72b6675a-002c-4ccc-8481-c56337853546,2,"HPS MEZZANINE PARTNERS II, LLC"
72b6675a-002c-4ccc-8481-c56337853546,2,MEZZANINE PARTNERS II ONSHORE LUX S.À R.L
72b6675a-002c-4ccc-8481-c56337853546,2,MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L
72b6675a-002c-4ccc-8481-c56337853546,2,"HPS INVESTMENT PARTNERS, LLC"
72b6675a-002c-4ccc-8481-c56337853546,2,MEZZANINE PARTNERS II ONSHORE LUX S.À R.L II
72b6675a-002c-4ccc-8481-c56337853546,2,"MEZZANINE PARTNERS II, L.P."
72b6675a-002c-4ccc-8481-c56337853546,2,"MEZZANINE PARTNERS - OFFSHORE INVESTMENT MASTER FUND II, L.P."
72b6675a-002c-4ccc-8481-c56337853546,2,"HPS MEZZANINE PARTNERS II OFFSHORE GP, L.P."
72b6675a-002c-4ccc-8481-c56337853546,4,7/6/2020
72b6675a-002c-4ccc-8481-c56337853546,5,
72b6675a-002c-4ccc-8481-c56337853546,6,
72b6675a-002c-4ccc-8481-c56337853546,3,
0919dd30-af23-402b-aba4-6049d12af853,1,INTELLECTUAL PROPERTY AGREEMENT
0919dd30-af23-402b-aba4-6049d12af853,2,KENNETH TURPIN
0919dd30-af23-402b-aba4-6049d12af853,2,VISUALANT INCORPORATED
0919dd30-af23-402b-aba4-6049d12af853,4,6/16/2004
0919dd30-af23-402b-aba4-6049d12af853,5,
0919dd30-af23-402b-aba4-6049d12af853,6,
0919dd30-af23-402b-aba4-6049d12af853,3,British Columbia
d8228214-6b31-461a-832e-acab7fa4f2fa,1,INTELLECTUAL PROPERTY AGREEMENT
d8228214-6b31-461a-832e-acab7fa4f2fa,2,Ingevity Corporation
d8228214-6b31-461a-832e-acab7fa4f2fa,2,WestRock Company
d8228214-6b31-461a-832e-acab7fa4f2fa,4,5/14/2016
d8228214-6b31-461a-832e-acab7fa4f2fa,5,
d8228214-6b31-461a-832e-acab7fa4f2fa,6,
d8228214-6b31-461a-832e-acab7fa4f2fa,3,
b03efd28-017a-4a12-943d-aef571fa973b,1,INTELLECTUAL PROPERTY AGREEMENT
b03efd28-017a-4a12-943d-aef571fa973b,2,"Babcock & Wilcox Enterprises, Inc."
b03efd28-017a-4a12-943d-aef571fa973b,2,The Babcock & Wilcox Company
b03efd28-017a-4a12-943d-aef571fa973b,2,SpinCo
b03efd28-017a-4a12-943d-aef571fa973b,2,RemainCo
b03efd28-017a-4a12-943d-aef571fa973b,4,6/26/2015
b03efd28-017a-4a12-943d-aef571fa973b,5,6/26/2015
b03efd28-017a-4a12-943d-aef571fa973b,6,
b03efd28-017a-4a12-943d-aef571fa973b,3,Delaware
87f9898c-d036-4f24-83fa-6967ddf3f34a,1,"AMENDMENT TO SECTION 2, PART B OF THE CO-BRANDING AGREEMENT"
87f9898c-d036-4f24-83fa-6967ddf3f34a,2,"PC Quote, Inc."
87f9898c-d036-4f24-83fa-6967ddf3f34a,2,"A.B. Watley, Inc."
87f9898c-d036-4f24-83fa-6967ddf3f34a,4,12/9/1996
87f9898c-d036-4f24-83fa-6967ddf3f34a,5,12/9/1996
87f9898c-d036-4f24-83fa-6967ddf3f34a,6,
87f9898c-d036-4f24-83fa-6967ddf3f34a,3,
587ea4a1-e08f-4ecb-80a6-e0ed4e1dc1c4,1,CO-BRANDING AGREEMENT
587ea4a1-e08f-4ecb-80a6-e0ed4e1dc1c4,2,"PC QUOTE, INC."
587ea4a1-e08f-4ecb-80a6-e0ed4e1dc1c4,2,"AB Wately, Inc."
587ea4a1-e08f-4ecb-80a6-e0ed4e1dc1c4,4,10/11/1996
587ea4a1-e08f-4ecb-80a6-e0ed4e1dc1c4,5,10/11/1996
587ea4a1-e08f-4ecb-80a6-e0ed4e1dc1c4,6,
587ea4a1-e08f-4ecb-80a6-e0ed4e1dc1c4,3,Illinois
955486c4-bd3b-4c62-ad46-6d0c4d99dbfd,1,GUARANTEES OF MASTER FRANCHISE AGREEMENT
955486c4-bd3b-4c62-ad46-6d0c4d99dbfd,2,"Kiosk Concepts, Inc"
955486c4-bd3b-4c62-ad46-6d0c4d99dbfd,2,Franchisor
955486c4-bd3b-4c62-ad46-6d0c4d99dbfd,2,Master Franchisee
955486c4-bd3b-4c62-ad46-6d0c4d99dbfd,2,Guarantors
955486c4-bd3b-4c62-ad46-6d0c4d99dbfd,4,
955486c4-bd3b-4c62-ad46-6d0c4d99dbfd,5,
